time,X_value,Y_value,Z_value
42.912,5.13487,-8.13135,2.98286
43.020,5.12125,-8.15859,2.99648
43.110,5.05315,-8.07687,3.02372
43.210,5.06677,-8.09049,2.99648
43.313,5.14849,-8.04963,2.99648
43.410,5.06677,-8.03601,2.98286
43.513,5.02591,-8.06325,3.02372
43.611,5.12125,-8.09049,3.01010
43.711,5.05315,-8.03601,3.02372
43.813,5.08039,-8.11773,3.03734
43.913,5.02591,-8.11773,3.02372
44.043,5.05315,-8.06325,3.10544
44.111,5.03953,-8.10411,3.01010
44.211,5.12125,-8.04963,3.01010
44.312,5.09401,-8.10411,3.02372
44.414,5.02591,-8.10411,3.18716
44.511,5.09401,-8.06325,3.09182
44.612,5.03953,-8.03601,3.05096
44.711,4.99867,-8.11773,2.88751
44.814,5.01229,-8.09049,3.06458
44.912,5.13487,-8.11773,2.98286
45.013,5.10763,-8.11773,3.06458
45.112,5.05315,-8.10411,3.06458
45.212,5.05315,-8.03601,3.05096
45.312,5.08039,-8.10411,3.01010
45.415,5.08039,-8.06325,3.05096
45.515,5.12125,-7.99514,2.98286
45.612,5.12125,-8.07687,2.96924
45.714,5.20297,-8.06325,2.96924
45.812,5.09401,-8.15859,3.06458
45.915,5.06677,-8.09049,2.98286
46.019,5.02591,-8.02238,3.06458
46.116,4.99867,-8.06325,3.05096
46.215,5.09401,-8.07687,3.03734
46.315,5.08039,-8.09049,3.06458
46.414,5.12125,-8.15859,2.90113
46.516,5.14849,-8.02238,2.91475
46.614,5.12125,-8.09049,3.06458
46.717,5.18935,-8.04963,3.02372
46.815,5.06677,-8.09049,3.02372
46.917,5.06677,-8.07687,3.02372
47.034,5.10763,-8.06325,3.02372
47.115,5.09401,-8.04963,3.02372
47.216,4.99867,-8.06325,2.99648
47.315,5.01229,-8.11773,3.06458
47.420,5.09401,-8.03601,2.95562
47.516,5.18935,-8.09049,2.95562
47.618,5.14849,-8.11773,3.02372
47.716,5.06677,-8.09049,3.02372
47.818,5.12125,-8.10411,3.02372
47.916,5.12125,-8.15859,2.96924
48.017,5.06677,-8.06325,3.06458
48.118,5.01229,-8.09049,3.01010
48.217,4.69902,-7.96790,3.09182
48.316,4.79436,-7.98152,3.25526
48.417,4.95781,-8.10411,3.15992
48.517,4.95781,-8.11773,3.15992
48.617,4.95781,-7.98152,3.09182
48.719,5.03953,-8.07687,3.15992
48.818,5.08039,-8.10411,3.11906
48.919,4.97143,-8.06325,3.11906
49.039,4.95781,-8.09049,3.15992
49.117,4.95781,-8.06325,3.14630
49.217,4.97143,-8.09049,3.18716
49.317,4.94419,-8.15859,3.07820
49.418,5.05315,-8.06325,3.11906
49.517,5.01229,-8.09049,3.21440
49.618,5.02591,-8.10411,3.06458
49.717,5.01229,-8.09049,3.09182
49.821,5.02591,-8.07687,3.07820
49.918,4.98505,-8.07687,3.14630
50.019,4.99867,-8.02238,3.11906
50.118,4.95781,-8.09049,3.15992
50.219,4.91695,-8.09049,3.20078
50.318,5.01229,-8.07687,3.10544
50.418,5.08039,-8.13135,3.11906
50.518,4.98505,-8.13135,3.13268
50.620,4.99867,-8.09049,3.05096
50.718,4.99867,-8.10411,3.14630
50.820,4.98505,-8.09049,3.06458
50.918,4.99867,-8.09049,3.11906
51.019,5.03953,-8.11773,3.05096
51.122,5.12125,-8.09049,2.92837
51.223,5.10763,-8.14497,2.99648
51.320,5.20297,-8.14497,2.98286
51.423,5.05315,-8.06325,3.10544
51.521,5.03953,-8.06325,3.11906
51.621,5.02591,-8.06325,3.10544
51.721,5.02591,-8.09049,3.09182
51.822,5.05315,-8.06325,3.05096
51.921,5.02591,-8.06325,3.11906
52.023,4.94419,-8.10411,3.14630
52.123,4.99867,-8.15859,3.03734
52.221,5.08039,-8.07687,3.03734
52.321,5.09401,-8.07687,3.03734
52.421,5.02591,-8.09049,3.06458
52.525,5.01229,-8.11773,3.11906
52.621,4.97143,-8.06325,3.14630
52.722,5.01229,-8.09049,3.06458
52.827,5.06677,-8.11773,3.07820
52.922,5.02591,-8.24031,3.01010
53.023,4.99867,-8.11773,3.06458
53.122,4.99867,-8.09049,2.98286
53.223,5.01229,-8.09049,3.15992
53.322,5.02591,-8.02238,3.03734
53.422,5.02591,-8.09049,3.09182
53.522,5.06677,-8.11773,3.02372
53.624,5.13487,-8.13135,2.99648
53.722,5.02591,-8.11773,2.98286
53.823,5.02591,-8.09049,3.01010
53.922,4.98505,-8.03601,3.02372
54.022,5.03953,-8.09049,2.99648
54.124,5.06677,-8.04963,2.99648
54.223,5.05315,-8.06325,3.06458
54.323,5.05315,-8.09049,3.01010
54.426,5.09401,-8.06325,3.03734
54.523,5.05315,-8.09049,2.98286
54.629,5.05315,-8.10411,3.05096
54.723,4.99867,-8.11773,2.91475
54.824,5.06677,-8.06325,3.06458
54.926,4.98505,-8.11773,3.02372
55.024,5.03953,-8.10411,2.95562
55.126,5.06677,-8.10411,2.96924
55.224,5.06677,-8.09049,2.99648
55.325,5.08039,-8.06325,2.99648
55.424,5.05315,-8.07687,3.07820
55.525,5.03953,-8.09049,2.94200
55.627,5.02591,-8.07687,3.07820
55.725,5.02591,-8.09049,3.01010
55.827,4.97143,-8.09049,3.01010
55.924,5.02591,-8.11773,3.06458
56.025,5.01229,-8.09049,3.02372
56.125,5.02591,-8.09049,2.99648
56.227,5.02591,-8.06325,3.07820
56.325,5.02591,-8.11773,3.02372
56.425,5.02591,-8.07687,3.01010
56.527,5.05315,-8.04963,2.99648
56.626,4.99867,-8.09049,3.05096
56.727,4.99867,-8.03601,2.95562
56.825,4.99867,-8.06325,3.06458
56.927,5.02591,-8.13135,2.99648
57.033,4.99867,-8.11773,3.02372
57.126,5.02591,-8.13135,3.06458
57.228,5.02591,-8.09049,3.06458
57.330,4.99867,-8.09049,2.99648
57.428,4.95781,-7.94066,3.11906
57.528,4.86246,-8.58082,2.99648
57.628,4.93057,-8.32203,2.91475
57.728,4.95781,-8.21307,2.71045
57.829,4.98505,-8.18583,2.80579
57.930,4.98505,-8.21307,2.77855
58.059,4.93057,-8.25393,2.79217
58.128,5.01229,-8.21307,2.88751
58.230,4.99867,-8.21307,2.71045
58.328,4.95781,-8.25393,2.73769
58.430,4.93057,-8.22669,2.73769
58.531,4.83522,-8.04963,2.88751
58.631,4.91695,-8.15859,2.83303
58.729,4.98505,-8.19945,2.80579
58.831,4.98505,-8.21307,2.77855
58.929,4.95781,-8.25393,2.80579
59.031,4.93057,-8.22669,2.86027
59.130,5.01229,-8.28117,2.76493
59.229,4.91695,-8.26755,2.86027
59.331,4.90333,-8.22669,2.91475
59.429,4.93057,-8.28117,2.90113
59.530,4.91695,-8.24031,2.83303
59.629,4.97143,-8.18583,2.87389
59.729,4.93057,-8.21307,2.96924
59.834,4.95781,-8.21307,2.81941
59.930,4.99867,-8.18583,2.87389
60.030,4.95781,-8.25393,2.83303
60.131,4.99867,-8.21307,2.80579
60.233,4.94419,-8.25393,2.80579
60.331,4.95781,-8.25393,2.95562
60.432,4.99867,-8.25393,2.80579
60.530,4.95781,-8.24031,2.90113
60.633,5.02591,-8.25393,2.84665
60.731,4.91695,-8.24031,2.80579
60.831,4.98505,-8.26755,2.90113
60.931,4.98505,-8.24031,2.90113
61.032,4.95781,-8.22669,2.80579
61.133,4.94419,-8.24031,2.81941
61.231,5.02591,-8.21307,2.84665
61.331,5.03953,-8.28117,2.79217
61.432,4.93057,-8.28117,2.81941
61.531,4.99867,-8.21307,2.88751
61.637,4.98505,-8.24031,2.84665
61.732,4.94419,-8.25393,2.86027
61.832,4.95781,-8.24031,2.92837
61.934,4.95781,-8.18583,2.77855
62.053,4.97143,-8.25393,2.80579
62.132,4.99867,-7.94066,2.99648
62.233,4.73988,-8.21307,3.22802
62.332,4.95781,-8.18583,2.92837
62.433,4.99867,-8.24031,2.83303
62.538,4.95781,-8.21307,2.91475
62.634,4.91695,-8.22669,2.83303
62.737,4.93057,-8.18583,2.83303
62.835,4.94419,-8.25393,2.88751
62.935,5.14849,-8.15859,2.83303
63.035,5.02591,-8.17221,2.73769
63.138,4.91695,-8.19945,2.84665
63.235,4.98505,-8.18583,2.83303
63.336,4.95781,-8.25393,2.73769
63.435,4.98505,-8.26755,2.80579
63.536,4.97143,-8.19945,2.80579
63.637,4.94419,-8.24031,2.80579
63.738,4.95781,-8.22669,2.88751
63.836,4.91695,-8.21307,2.84665
63.936,4.98505,-8.21307,2.86027
64.036,4.94419,-8.17221,2.90113
64.138,4.84884,-8.24031,2.83303
64.236,4.93057,-8.21307,2.90113
64.338,4.83522,-8.25393,2.88751
64.436,4.93057,-8.36289,2.87389
64.539,5.02591,-8.21307,2.84665
64.637,5.02591,-8.15859,2.73769
64.739,5.02591,-8.18583,2.84665
64.837,5.01229,-8.21307,2.88751
64.938,5.02591,-8.19945,2.80579
65.058,5.08039,-8.17221,2.79217
65.137,5.03953,-8.21307,2.83303
65.237,4.99867,-8.21307,2.79217
65.341,4.98505,-8.18583,2.83303
65.437,4.99867,-8.21307,2.81941
65.539,4.95781,-8.18583,2.83303
65.638,4.97143,-8.25393,2.83303
65.739,4.98505,-8.25393,2.86027
65.840,4.95781,-8.21307,2.84665
65.938,4.97143,-8.21307,2.86027
66.038,5.02591,-8.21307,2.88751
66.140,5.08039,-8.15859,2.80579
66.238,5.09401,-8.22669,2.86027
66.339,5.03953,-8.22669,2.83303
66.439,5.02591,-8.18583,2.73769
66.540,5.05315,-8.26755,2.80579
66.639,5.02591,-8.28117,2.71045
66.741,5.09401,-8.19945,2.76493
66.839,5.09401,-8.13135,2.58787
66.939,5.12125,-8.18583,2.60149
67.039,5.14849,-8.17221,2.64235
67.144,5.16211,-8.25393,2.73769
67.240,5.13487,-8.17221,2.61511
67.342,5.16211,-8.22669,2.66959
67.439,5.14849,-8.21307,2.66959
67.540,5.14849,-8.24031,2.61511
67.640,5.12125,-8.21307,2.66959
67.742,5.18935,-8.24031,2.64235
67.842,5.09401,-8.17221,2.71045
67.940,5.27107,-8.22669,2.73769
68.040,5.18935,-8.11773,2.54700
68.143,5.09401,-8.13135,2.64235
68.240,5.18935,-8.18583,2.57425
68.341,5.12125,-8.19945,2.60149
68.442,5.13487,-8.15859,2.68321
68.541,5.14849,-8.24031,2.64235
68.643,5.05315,-8.18583,2.65597
68.741,5.12125,-8.18583,2.72407
68.843,5.13487,-8.24031,2.58787
68.941,5.28470,-8.25393,2.69683
69.041,5.39366,-8.28117,2.35632
69.141,4.97143,-8.25393,2.42442
69.244,5.03953,-8.30841,2.60149
