time,X_value,Y_value,Z_value
66.033,9.53424,-1.02153,-2.09753
66.142,9.72493,-1.81151,-1.34841
66.232,9.69769,-1.62082,-1.45738
66.331,9.68407,-1.47100,-1.55272
66.434,9.65683,-1.53910,-1.93409
66.533,9.57510,-1.79789,-1.93409
66.634,9.57510,-2.08391,-1.62082
66.732,9.53424,-2.17926,-1.60720
66.833,9.49338,-2.24736,-1.66168
66.932,9.60235,-2.38356,-1.60720
67.035,13.27984,-3.65025,-2.87389
67.164,10.80094,-2.57425,-2.12477
67.233,9.38442,-2.88751,-1.83875
67.335,9.41166,-1.83875,-1.82513
67.433,9.49338,-1.08963,-1.53910
67.533,9.67045,-1.51186,-1.59358
67.633,9.72493,-2.19288,-1.63444
67.735,10.16078,-2.41080,-2.45166
67.833,9.69769,-1.81151,-0.17706
67.933,9.60235,-1.86599,0.58567
68.036,9.42528,-2.58787,0.68102
68.151,9.82027,-1.72978,2.15201
68.233,9.60235,-1.47100,1.47100
68.333,9.86113,-1.41652,1.15773
68.433,10.02458,-1.37566,0.92618
68.533,9.64321,-0.20431,1.22583
68.633,9.75217,-0.08172,1.60720
68.733,9.67045,-0.21793,1.36203
68.833,9.34356,-0.21793,1.44376
68.933,9.84751,-0.54481,1.47100
69.033,9.61597,-1.47100,0.92618
69.133,9.69769,-1.77065,1.13049
69.233,9.73855,-0.93980,1.02153
69.334,9.76579,-0.85808,0.51757
69.434,9.57510,-0.84446,0.39499
69.534,9.43890,-0.42223,1.28031
69.634,9.53424,-0.69464,1.33479
69.734,9.41166,-0.83084,1.33479
69.836,9.64321,-0.85808,1.45738
69.934,9.65683,-0.08172,1.53910
70.036,9.65683,-0.16344,0.55843
70.158,9.75217,-0.32689,0.24517
70.234,9.73855,-0.24517,0.34051
70.337,9.99734,0.66740,0.87170
70.434,10.07906,-0.27241,0.55843
70.537,9.76579,-0.61292,0.66740
70.635,9.67045,-0.42223,0.42223
